"BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Mas.Vnr.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.Type.2","NOM.Alley","Fireplace.Qu","NOM.Garage.Type","NOM.Garage.Year","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","NOM.Pool","Fence","Lot.Frontage","Lot.Area","NOM.MS.SubClass","NOM.MS.Zoning","NOM.Street","NOM.Lot.Shape","NOM.Land.Contour","NOM.Lot.Config","NOM.Land.Slope","NOM.Neighborhood","NOM.Condition.1","NOM.Bldg.Type","NOM.House.Style","Overall.Qual","Overall.Cond","NOM.Year.Built","NOM.Year.Remod.Add","NOM.Roof.Style","NOM.Roof.Matl","NOM.Exterior.1st","NOM.Exterior.2nd","NOM.Mas.Vnr.Type","Exter.Qual","Exter.Cond","NOM.Foundation","NOM.Heating","Heating.QC","NOM.Central.Air","NOM.Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","NOM.Functional","Fireplaces","NOM.Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Mo.Sold","Yr.Sold","NOM.Sale.Type","NOM.Sale.Condition","SalePrice"
1059,0,306,1365,18,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,2,388,2,2,"yes",0,57.3635530833897,3072,120,"RM","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1548,0,0,1548,2,0,2,1,3,7,"Typ",1,"Paved",143,20,0,0,0,9,2006,"WD ","Normal",225000
16,0,1126,1142,14,0,0,3,2,3,6,1,"None",0,"Attchd","Aft.2005",4,2,440,2,2,"yes",0,43,3010,120,"RL","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1142,0,0,1142,2,0,2,1,3,6,"Typ",0,"Paved",90,0,0,0,0,6,2006,"New","Partial",156820
1154,0,366,1520,0,1,0,3,3,2,6,1,"None",4,"Attchd","Aft.2005",4,3,648,2,2,"yes",0,53,3982,120,"RL","Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1567,0,0,1567,2,0,1,1,4,7,"Typ",1,"Paved",312,0,0,0,0,10,2006,"New","Partial",264561
0,0,732,732,0,0,0,3,3,2,1,1,"None",4,"BuiltIn","Aft.2005",4,2,372,2,2,"yes",0,60,21930,60,"RL","Pave","IR3","Lvl","Inside","Gtl","Gilbert","NotNorm","1Fam","2Story",5,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",734,1104,0,1838,2,1,4,1,2,7,"Typ",1,"Paved",100,40,0,0,0,7,2006,"WD ","Normal",192140
457,0,326,783,0,1,0,3,2,0,6,1,"None",4,"Attchd","Bet.1992.2005",4,2,393,2,2,"yes",0,65.9213399264034,7861,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",807,702,0,1509,2,1,3,1,3,7,"Typ",1,"Paved",100,75,0,0,0,6,2006,"WD ","Normal",183200
0,0,707,707,0,0,0,4,3,2,1,1,"None",4,"Attchd","Bet.1992.2005",4,2,403,2,2,"yes",0,74,9056,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",707,707,0,1414,2,1,3,1,3,6,"Typ",1,"Paved",100,35,0,0,0,10,2006,"WD ","Normal",178000
0,0,783,783,0,0,0,3,2,0,1,1,"None",4,"Attchd","Bet.1992.2005",4,2,393,2,2,"yes",0,63,7875,60,"RL","Pave","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",807,702,0,1509,2,1,3,1,3,8,"Typ",1,"Paved",0,75,0,0,0,7,2006,"WD ","Normal",180000
0,0,953,953,0,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1992.2005",2,2,460,2,2,"yes",0,66.3859514484713,8121,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",953,711,0,1664,2,1,3,1,2,7,"Typ",1,"Paved",100,40,0,0,0,1,2006,"WD ","Normal",172400
0,0,930,930,0,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1992.2005",4,2,431,2,2,"yes",0,71.9130415936877,11214,60,"RL","Pave","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",3,"Y","Standard",956,930,0,1886,2,1,4,1,3,10,"Typ",1,"Paved",89,0,0,0,0,7,2006,"WD ","Normal",199900
786,0,173,959,0,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,2,472,2,2,"yes",0,58,10852,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","NotNorm","1Fam","2Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",959,712,0,1671,2,1,3,1,2,7,"Typ",1,"Paved",0,38,0,0,0,2,2006,"WD ","Normal",173000
0,0,975,975,302,0,0,3,2,0,1,1,"None",3,"BuiltIn","Bet.1992.2005",4,2,429,2,2,"yes",0,66,8738,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1005,1286,0,2291,2,1,4,1,3,8,"Typ",1,"Paved",192,0,0,0,0,2,2006,"WD ","Normal",230000
1074,0,322,1396,423,1,0,3,2,0,6,1,"None",3,"Attchd","Bet.1992.2005",4,3,870,2,2,"yes",0,82,9452,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1407,985,0,2392,2,1,3,1,3,7,"Typ",1,"Paved",0,70,0,0,0,6,2006,"WD ","Normal",348000
1182,0,358,1540,877,1,0,4,2,2,6,1,"None",3,"Attchd","Bet.1992.2005",2,3,774,2,2,"yes",0,68.3730591890082,9233,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",9,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1540,1315,0,2855,2,1,4,1,4,9,"Typ",1,"Paved",247,55,0,0,0,3,2006,"WD ","Normal",405000
0,0,1141,1141,650,0,0,3,2,0,1,1,"None",3,"BuiltIn","Bet.1992.2005",4,2,420,2,2,"yes",0,93,12090,60,"RL","Pave","Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",3,"Y","Standard",1165,1098,0,2263,2,1,4,1,3,10,"Typ",1,"Paved",144,123,0,0,0,7,2006,"WD ","Abnorml",258000
527,0,815,1342,397,0,0,3,2,0,5,1,"None",5,"Attchd","Bet.1992.2005",2,3,725,2,2,"yes",0,83,10019,60,"RL","Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1358,1368,0,2726,2,1,4,1,3,9,"Typ",1,"Paved",307,169,168,0,0,6,2006,"WD ","Normal",350000
0,0,1100,1100,192,0,0,3,3,0,1,1,"None",4,"BuiltIn","Aft.2005",4,2,760,2,2,"yes",0,75,12447,60,"RL","Pave","IR1","Lvl","Inside","Gtl","Somerst","NotNorm","1Fam","2Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","CemntBd","CmentBd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1116,848,0,1964,2,1,3,1,3,8,"Typ",1,"Paved",200,70,0,0,0,1,2006,"New","Partial",252000
1220,0,440,1660,420,1,0,4,2,1,6,1,"None",4,"Attchd","Aft.2005",2,2,500,2,2,"yes",0,85,10182,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Somerst","NotNorm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Hip","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",4,"Y","Standard",1660,0,0,1660,2,0,3,1,3,8,"Typ",1,"Paved",322,50,0,0,0,5,2006,"New","Partial",290000
0,0,1616,1616,228,0,0,3,2,2,1,1,"None",0,"Attchd","Aft.2005",2,3,834,2,2,"yes",0,73,8688,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1616,0,0,1616,2,0,3,1,3,7,"Typ",0,"Paved",208,59,0,0,0,4,2006,"WD ","Normal",232000
1836,0,200,2036,0,1,0,4,2,0,6,1,"None",4,"Attchd","Aft.2005",2,3,792,2,2,"yes",0,100,13162,60,"FV","Pave","Reg","Lvl","Corner","Gtl","Somerst","NotNorm","1Fam","2Story",9,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",2036,604,0,2640,3,1,3,1,4,11,"Typ",1,"Paved",0,265,0,0,0,11,2006,"New","Partial",405749
0,0,1489,1489,0,0,0,3,3,0,1,1,"None",4,"Attchd","Aft.2005",2,2,776,2,2,"yes",0,81,11216,20,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1489,0,0,1489,2,0,3,1,3,7,"Typ",1,"Paved",0,140,0,0,0,6,2006,"New","Partial",232600
0,0,770,770,0,0,0,3,3,0,1,1,"None",0,"Attchd","Aft.2005",2,2,614,2,2,"yes",0,65,8125,60,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",778,798,0,1576,2,1,3,1,3,6,"Typ",0,"Paved",0,50,0,0,0,8,2006,"New","Partial",197000
905,0,357,1262,68,0,0,3,2,0,6,1,"Pave",0,"Attchd","Aft.2005",4,2,572,2,2,"yes",0,60,7200,20,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",6,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","Stone",3,2,"PConc","GasA",3,"Y","Standard",1262,0,0,1262,2,0,2,1,3,5,"Typ",0,"Paved",0,120,0,0,0,5,2006,"New","Partial",185000
0,0,1131,1131,0,0,0,3,2,0,1,1,"None",0,"None","None",0,0,0,0,0,"yes",0,63,13072,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",6,5,"Aft.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1131,0,0,1131,1,1,3,1,3,6,"Typ",0,"Paved",0,39,0,0,0,3,2006,"New","Partial",132000
0,0,1141,1141,0,0,0,3,2,0,1,1,"None",0,"Detchd","Aft.2005",1,2,484,2,2,"yes",0,63,13072,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",6,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",3,2,"PConc","GasA",4,"Y","Standard",1141,0,0,1141,1,1,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,3,2006,"WD ","Abnorml",142500
941,0,217,1158,0,1,0,3,2,0,5,1,"None",0,"Detchd","Aft.2005",1,2,576,2,2,"yes",0,63,13072,20,"RL","Pave","Reg","Lvl","Inside","Gtl","SawyerW","NotNorm","1Fam","1Story",6,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","None",2,2,"PConc","GasA",4,"Y","Standard",1158,0,0,1158,1,1,3,1,3,5,"Typ",0,"Paved",0,50,0,0,0,5,2006,"New","Partial",158000
0,0,784,784,96,0,0,3,2,0,1,1,"None",0,"Attchd","Aft.2005",2,2,449,2,2,"yes",0,74,7632,60,"RL","Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",7,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",831,754,0,1585,2,1,3,1,3,7,"Typ",0,"Paved",100,77,0,0,0,3,2006,"WD ","Normal",184900
36,0,952,988,51,1,0,2,2,0,2,1,"None",0,"Detchd","Bet.1966.1992",1,2,624,2,2,"yes",0,70,9100,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Sawyer","NotNorm","1Fam","1Story",5,4,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",2,2,"CBlock","GasA",4,"Y","Standard",988,0,0,988,1,0,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,7,2006,"WD ","Normal",129500
1332,0,396,1728,336,1,0,2,2,0,3,1,"None",0,"Detchd","Bef.1966",1,2,504,2,2,"yes",0,70,9100,90,"RM","Pave","Reg","Lvl","Inside","Gtl","Sawyer","NotNorm","Duplex","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1728,0,0,1728,2,0,6,2,2,10,"Typ",0,"Paved",0,0,0,0,0,11,2006,"ConLI","Abnorml",125000
162,270,450,882,90,0,0,2,2,0,4,3,"None",0,"Attchd","Bet.1966.1992",1,1,294,2,2,"yes",2,65,8450,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Sawyer","NotNorm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",909,0,0,909,1,0,3,1,2,5,"Typ",0,"Paved",0,155,0,0,0,11,2006,"COD","Normal",116000
181,0,744,925,0,1,0,2,2,0,5,1,"None",0,"Detchd","Bet.1966.1992",1,2,484,2,2,"yes",0,67.3098135904296,8638,20,"RL","Pave","IR1","Lvl","Inside","Gtl","Sawyer","NotNorm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","None",2,2,"PConc","GasA",3,"Y","Standard",925,0,0,925,1,0,2,1,2,5,"Typ",0,"Paved",203,74,0,0,0,10,2006,"WD ","Normal",133500
712,0,312,1024,0,0,0,2,2,0,3,1,"None",0,"Attchd","Bef.1966",1,1,308,2,2,"yes",2,75.1974876612298,13052,20,"RL","Pave","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","None",2,2,"CBlock","GasA",2,"Y","Standard",1024,0,0,1024,1,1,3,1,2,5,"Typ",0,"Paved",0,0,0,0,0,1,2006,"WD ","Normal",120875
465,0,447,912,0,0,0,2,2,0,4,1,"None",3,"Attchd","Bef.1966",1,1,288,2,2,"yes",0,65,6993,20,"RL","Pave","Reg","Lvl","Inside","Gtl","Sawyer","NotNorm","1Fam","1Story",5,7,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","HdBoard","Plywood","None",2,2,"CBlock","GasA",2,"Y","Standard",1236,0,0,1236,1,0,3,1,2,6,"Typ",1,"Paved",0,0,0,0,0,6,2006,"WD ","Normal",135000
659,0,253,912,0,0,0,2,2,1,3,1,"None",1,"Attchd","Bet.1966.1992",1,1,288,2,2,"yes",0,67.5796456667075,8789,20,"RL","Pave","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","VinylSd","VinylSd","None",2,2,"CBlock","GasA",2,"Y","Standard",941,0,0,941,1,0,3,1,2,6,"Typ",1,"Paved",64,0,0,0,0,6,2006,"WD ","Normal",129200
0,0,1288,1288,284,0,0,3,2,0,1,1,"None",3,"Attchd","Bet.1966.1992",1,2,462,2,2,"yes",0,121,16059,60,"RL","Pave","Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","HdBoard","HdBoard","BrkFace",3,2,"CBlock","GasA",4,"Y","Standard",1301,1116,0,2417,2,1,4,1,3,9,"Typ",1,"Paved",127,82,0,0,0,4,2006,"WD ","Normal",260000
1118,0,216,1334,692,1,0,4,2,3,6,1,"None",3,"Attchd","Bet.1992.2005",2,3,888,2,2,"yes",0,105,11025,60,"RL","Pave","Reg","HLS","Inside","Mod","NoRidge","Norm","1Fam","2Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","ImStucc","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1520,1306,0,2826,2,1,3,1,3,9,"Typ",3,"Paved",177,208,186,0,0,10,2006,"WD ","Normal",334000
1456,0,168,1624,0,1,0,3,2,0,6,1,"None",2,"Attchd","Bet.1992.2005",2,3,757,2,2,"yes",3,89,12461,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","ImStucc","ImStucc","None",3,2,"PConc","GasA",4,"Y","Standard",1624,0,0,1624,2,0,2,1,3,5,"Typ",1,"Paved",0,114,192,0,0,7,2006,"WD ","Normal",262000
0,0,1143,1143,0,0,0,3,2,0,1,1,"Pave",4,"Attchd","Bet.1992.2005",2,2,588,2,2,"yes",0,34,3628,120,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","1Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","MetalSd","MetalSd","None",3,2,"PConc","GasA",4,"Y","Standard",1143,0,0,1143,1,1,1,1,3,5,"Typ",1,"Paved",0,191,0,0,0,5,2006,"WD ","Normal",176400
0,0,600,600,0,0,0,3,2,0,1,1,"Pave",0,"Detchd","Aft.2005",2,2,480,2,2,"yes",0,30,3180,160,"FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,"Aft.2005","Bet.1986.2006","Gable","CompShg","MetalSd","MetalSd","None",3,2,"PConc","GasA",4,"Y","Standard",520,600,80,1200,2,1,2,1,3,4,"Typ",0,"Paved",0,166,0,0,0,4,2006,"WD ","Abnorml",144152
0,0,569,569,0,0,0,3,2,0,1,1,"Pave",3,"BuiltIn","Bet.1992.2005",1,1,434,2,2,"yes",3,114,8314,60,"FV","Pave","IR1","Lvl","Corner","Gtl","Somerst","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Hip","CompShg","Wd Sdng","Wd Sdng","None",3,2,"PConc","GasA",4,"Y","Standard",854,840,0,1694,2,1,3,1,3,6,"Typ",1,"Paved",0,382,0,0,110,11,2006,"WD ","Normal",2e+05
0,0,1568,1568,0,0,0,3,2,0,1,1,"Pave",3,"Attchd","Bet.1992.2005",2,2,564,2,2,"yes",0,60,7180,20,"FV","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","CemntBd","CmentBd","None",3,2,"PConc","GasA",4,"Y","Standard",1568,0,0,1568,2,0,3,1,3,6,"Typ",1,"Paved",0,266,0,0,0,9,2006,"WD ","Normal",221000
652,526,48,1226,0,1,0,3,2,3,6,3,"None",3,"Attchd","Bet.1966.1992",4,2,484,2,2,"yes",0,40,3876,120,"RL","Pave","IR1","Lvl","Inside","Gtl","Greens","Norm","Twnhs","1Story",8,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Wd Sdng","Plywood","None",3,2,"CBlock","GasA",2,"Y","Standard",1226,0,0,1226,1,0,1,1,3,4,"Typ",1,"Paved",133,60,0,0,0,7,2006,"WD ","Normal",170000
0,0,570,570,143,0,0,2,2,0,1,1,"None",3,"Attchd","Bet.1966.1992",2,2,487,2,2,"yes",3,102,10192,80,"RL","Pave","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","SLvl",7,6,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","MetalSd","MetalSd","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1222,698,0,1920,3,0,4,1,3,8,"Typ",1,"Paved",0,98,0,0,0,9,2006,"WD ","Normal",170000
297,68,1203,1568,0,0,0,2,2,0,4,3,"None",4,"Attchd","Bet.1966.1992",2,2,508,3,2,"yes",0,89.0089586383967,20781,20,"RL","Pave","IR2","Lvl","CulDSac","Gtl","NWAmes","NotNorm","1Fam","1Story",7,7,"Bet.1959.1987","Bet.1986.2006","Hip","CompShg","BrkFace","HdBoard","None",2,2,"CBlock","GasA",2,"Y","Standard",2156,0,0,2156,2,0,3,1,2,9,"Typ",1,"Paved",0,80,0,290,0,6,2006,"WD ","Normal",262500
404,0,304,708,420,0,0,2,2,0,5,1,"None",3,"Attchd","Bet.1966.1992",2,2,776,2,2,"yes",0,90,11700,60,"RL","Pave","Reg","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","2Story",6,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",708,708,0,1416,2,1,3,1,2,7,"Typ",1,"Paved",0,169,0,0,119,5,2006,"WD ","Normal",179900
247,0,485,732,288,1,0,2,2,0,3,1,"None",3,"Attchd","Bet.1966.1992",2,2,484,2,2,"yes",0,80,10400,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","VinylSd","VinylSd","None",2,2,"CBlock","GasA",3,"Y","Standard",1012,778,0,1790,1,2,4,1,2,8,"NotTyp",1,"Paved",148,0,0,0,147,11,2006,"WD ","Normal",165150
553,68,713,1334,264,1,0,2,2,0,4,2,"None",0,"Attchd","Bet.1966.1992",2,2,477,2,2,"yes",0,78,10140,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","NotNorm","1Fam","1Story",7,6,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1334,0,0,1334,2,0,3,1,2,7,"Typ",0,"Paved",0,20,35,0,264,4,2006,"WD ","Normal",164500
0,0,1164,1164,168,0,0,2,2,0,1,1,"None",0,"Attchd","Bet.1966.1992",1,2,528,2,2,"yes",0,80,9600,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,5,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1164,0,0,1164,1,1,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,7,2006,"COD","Normal",140000
758,0,293,1051,0,1,0,2,2,0,5,1,"None",0,"Attchd","Bet.1966.1992",2,2,504,2,2,"yes",0,80,9600,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","1Fam","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","None",2,2,"CBlock","GasA",3,"Y","Standard",1051,0,0,1051,1,0,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,7,2006,"WD ","Normal",142000
361,483,56,900,300,1,0,3,1,1,5,3,"None",0,"Attchd","Bet.1966.1992",2,2,530,2,2,"yes",0,72,8640,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","2Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",4,"Y","Standard",884,886,0,1770,1,1,4,1,2,7,"Typ",0,"Paved",0,60,0,0,270,6,2006,"WD ","Normal",155000
760,0,216,976,203,1,0,2,2,2,5,1,"None",2,"Attchd","Bet.1966.1992",2,2,504,2,2,"yes",0,78,9360,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","1Story",6,7,"Bet.1959.1987","Bet.1986.2006","Hip","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",976,0,0,976,1,0,2,1,3,4,"Typ",1,"Paved",94,0,0,0,0,8,2006,"WD ","Abnorml",157500
1016,0,36,1052,168,1,0,2,2,2,4,1,"None",0,"Attchd","Bet.1966.1992",2,1,288,2,2,"yes",1,70,8400,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1052,0,0,1052,1,1,3,1,2,5,"Typ",0,"Paved",356,0,0,0,0,11,2006,"WD ","Normal",138500
602,402,137,1141,140,1,0,2,2,2,5,3,"None",0,"Attchd","Bet.1966.1992",1,1,568,2,2,"yes",0,80,9600,80,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",5,7,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",1141,0,0,1141,1,0,3,1,2,6,"Typ",0,"Paved",0,78,0,0,0,7,2006,"WD ","Normal",158000
661,0,203,864,166,1,0,2,2,1,6,1,"None",0,"Detchd","Bet.1966.1992",1,2,884,2,2,"yes",2,71,9230,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","1Fam","1Story",5,8,"Bet.1959.1987","Bet.1986.2006","Hip","CompShg","MetalSd","MetalSd","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1200,0,0,1200,1,1,1,1,3,6,"Typ",0,"Paved",0,64,0,0,0,10,2006,"WD ","Normal",146000
