"Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
1025,903227140,70,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,6,1939,1950,"Gable","CompShg","MetalSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",276,"Unf",0,324,600,"GasA","Ex","Y","SBrkr",608,624,0,1232,0,0,1,1,3,1,"TA",6,"Typ",2,"TA","Attchd",1939,"Unf",1,217,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,2,2007,"WD ","Normal",128000
1026,903228080,50,"RM",60,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","Gd","No","ALQ",375,"Unf",0,360,735,"GasA","Ex","Y","SBrkr",869,349,0,1218,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",2003,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",131000
1027,903231050,45,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,7,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",884,0,0,884,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,136,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD ","Normal",113000
1028,903231090,50,"RM",NA,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,5,1938,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",52,"Unf",0,809,861,"GasA","Gd","Y","SBrkr",861,548,0,1409,1,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1968,"Unf",2,528,"TA","TA","Y",225,0,84,0,0,0,NA,NA,NA,0,3,2007,"WD ","Normal",126000
1029,903232100,50,"RM",52,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,966,966,"GasA","Ex","Y","SBrkr",1014,412,0,1426,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1930,"Unf",1,230,"Fa","TA","Y",174,0,96,0,0,0,NA,"GdPrv",NA,0,7,2007,"WD ","Normal",131750
1030,903233030,50,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",351,"Unf",0,405,756,"GasA","Gd","Y","FuseA",903,378,0,1281,1,0,1,0,2,1,"Gd",6,"Typ",0,NA,"Detchd",1926,"Unf",2,379,"TA","TA","Y",25,0,0,0,0,0,NA,NA,NA,0,8,2007,"WD ","Normal",132500
1031,903233050,70,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",5,8,1920,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,939,939,"GasA","Ex","Y","SBrkr",939,574,0,1513,0,0,1,1,4,1,"TA",8,"Typ",0,NA,"Detchd",1933,"Unf",1,180,"Fa","Fa","N",24,0,150,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",137500
1032,903233140,45,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Ex","Y","FuseA",854,0,0,854,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,0,0,0,0,NA,"GdPrv",NA,0,7,2007,"WD ","Normal",132000
1033,903233180,50,"RM",52,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",0,459,884,"GasA","TA","Y","FuseA",959,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1978,"Unf",1,560,"TA","TA","Y",0,0,0,0,120,0,NA,NA,NA,0,11,2007,"WD ","Normal",127500
1034,903234160,30,"RM",60,6180,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story",6,5,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","TA","N","SBrkr",986,0,0,986,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1926,"Unf",1,180,"TA","TA","Y",0,128,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",102000
1035,903401070,50,"RL",60,8850,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",752,624,0,1376,0,0,1,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",1977,"Unf",2,576,"TA","TA","P",0,54,144,0,0,0,NA,NA,NA,0,2,2007,"WD ","Normal",165000
1036,903430040,45,"RM",40,5680,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1901,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,592,592,"GasA","TA","N","FuseA",933,240,0,1173,0,0,2,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1920,"Unf",1,240,"TA","Fa","Y",0,25,77,0,0,0,NA,"MnPrv",NA,0,9,2007,"WD ","AdjLand",113000
1037,903451110,45,"RM",57,7449,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,637,637,"GasA","Ex","Y","FuseF",1108,0,0,1108,0,0,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1930,"Unf",1,280,"TA","TA","N",0,0,205,0,0,0,NA,"GdPrv",NA,0,6,2007,"WD ","Normal",139400
1038,903454090,50,"RM",50,9000,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,595,0,1375,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1979,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,NA,NA,NA,0,12,2007,"WD ","Normal",141000
1039,903456110,60,"RM",60,9780,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",7,9,1950,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Ex","CBlock","TA","TA","No","LwQ",354,"Rec",398,224,976,"GasA","Ex","Y","SBrkr",976,976,0,1952,0,0,1,1,4,1,"Gd",8,"Typ",2,"TA","Detchd",1950,"Fin",1,299,"TA","TA","Y",285,0,0,0,216,0,NA,NA,NA,0,4,2007,"WD ","Normal",212300
1040,903457130,190,"RM",52,4330,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","1.5Fin",4,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Rec",681,"ALQ",127,0,808,"GasA","TA","Y","SBrkr",838,477,0,1315,1,0,2,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1958,"RFn",2,436,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2007,"COD","Abnorml",99500
1041,903458060,30,"RM",40,4800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,1916,1990,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",197,"Unf",0,999,1196,"GasA","Ex","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1957,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",109900
1042,903475040,50,"RM",NA,12358,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",360,"Unf",0,360,720,"GasA","TA","Y","SBrkr",854,0,528,1382,0,0,1,1,2,1,"TA",7,"Typ",0,NA,"Detchd",1991,"Unf",2,660,"TA","TA","Y",237,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",128500
1043,903475060,190,"RM",60,10120,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,4,1910,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,925,925,"GasA","TA","N","FuseF",964,925,0,1889,0,0,1,1,4,2,"TA",9,"Typ",1,"Gd","Detchd",1960,"Unf",1,308,"TA","TA","N",0,0,264,0,0,0,NA,"MnPrv",NA,0,1,2007,"WD ","Normal",122000
1044,904101070,50,"RL",138,18030,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"GasA","TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,"Gd",NA,NA,NA,0,0,NA,NA,"Y",122,0,0,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD ","Normal",200500
1045,905100060,190,"RL",75,11235,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","2fmCon","SFoyer",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",925,"Unf",0,0,925,"GasA","TA","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1963,"Unf",1,308,"TA","TA","Y",40,176,0,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD ","Normal",130000
1046,905101070,20,"RL",62,14299,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",4,3,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",513,"LwQ",144,348,1005,"GasA","TA","Y","SBrkr",1005,0,0,1005,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1964,"Unf",2,440,"TA","TA","N",0,0,0,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD ","Normal",115400
1047,905104030,85,"RL",70,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Gd","LwQ",187,"Rec",627,0,814,"GasA","Gd","Y","SBrkr",913,0,0,913,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1990,"Unf",1,240,"TA","TA","Y",0,0,252,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",129000
1048,905104240,190,"RL",70,8425,"Pave",NA,"Reg","Lvl","AllPub","FR3","Gtl","Sawyer","Feedr","Norm","2fmCon","1Story",5,6,1971,1990,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",748,"Unf",0,20,768,"GasA","Gd","Y","SBrkr",868,0,0,868,1,0,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1989,"Unf",2,576,"TA","TA","Y",138,0,0,0,0,0,NA,"GdPrv",NA,0,5,2007,"WD ","Normal",119900
1049,905105040,20,"RL",86,8665,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","CBlock","TA","TA","Mn","Rec",168,"BLQ",288,420,876,"GasA","TA","Y","SBrkr",897,0,0,897,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1968,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD ","Normal",115000
1050,905105260,20,"RL",66,7742,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,1,2007,"WD ","Normal",127000
1051,905106150,20,"RL",109,8724,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",129000
1052,905200010,20,"RL",NA,8169,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",216,"ALQ",435,261,912,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1966,"Unf",1,315,"TA","TA","Y",204,0,0,0,0,0,NA,"MnPrv",NA,0,7,2007,"WD ","Normal",129000
1053,905201080,20,"RL",81,14175,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","Sawyer","PosA","Norm","1Fam","1Story",5,5,1956,1998,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Rec",386,"ALQ",522,332,1240,"GasA","Gd","Y","SBrkr",1375,0,0,1375,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"Unf",1,323,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,12,2007,"WD ","Normal",187000
1054,905225020,60,"RL",99,16779,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","2Story",5,4,1920,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",356,"TA","Fa","CBlock","Gd","TA","No","BLQ",267,"Unf",0,404,671,"GasA","Fa","Y","SBrkr",1567,1087,0,2654,0,0,3,0,4,1,"TA",11,"Mod",1,"Gd","Attchd",1946,"Unf",2,638,"TA","TA","Y",128,570,0,0,0,0,NA,NA,"Shed",500,5,2007,"WD ","Normal",158000
1055,905301050,20,"RL",NA,115149,"Pave",NA,"IR2","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,5,1971,2002,"Gable","CompShg","Plywood","Plywood","Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,0,1824,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1971,"Unf",2,739,"TA","TA","Y",380,48,0,0,0,0,NA,NA,NA,0,6,2007,"WD ","Normal",302000
1056,905352180,60,"RL",97,10029,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,5,1988,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",268,"Gd","TA","PConc","Gd","TA","No","GLQ",831,"Unf",0,320,1151,"GasA","TA","Y","SBrkr",1164,896,0,2060,0,1,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1988,"Unf",2,521,"TA","TA","Y",0,228,0,0,192,0,NA,NA,NA,0,9,2007,"WD ","Normal",211000
1057,905376090,20,"RL",NA,17541,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1948,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","Gd","Mn","BLQ",300,"Unf",0,109,409,"GasA","Ex","Y","SBrkr",1325,0,0,1325,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Detchd",1996,"Unf",2,576,"TA","TA","Y",0,42,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",216000
1058,905377050,20,"RL",84,17808,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",4,5,1946,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,484,484,"GasA","TA","N","SBrkr",1242,0,0,1242,0,0,1,0,2,1,"TA",4,"Mod",0,NA,"Attchd",1946,"Unf",1,336,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",109900
1059,905451390,50,"RL",70,10512,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",491,"Unf",0,497,988,"GasA","Ex","Y","SBrkr",988,638,0,1626,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1954,"Unf",1,332,"TA","TA","Y",366,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",154000
1060,905475270,20,"RL",60,5400,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",453,"Unf",0,411,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,1,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1958,"Unf",1,399,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",118000
1061,905475520,30,"RL",NA,11515,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1958,1994,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","SBrkr",943,0,0,943,0,0,1,0,3,1,"Gd",5,"Min2",0,NA,"Detchd",1958,"Unf",1,308,"TA","TA","N",0,0,60,0,0,0,NA,NA,NA,0,8,2007,"WD ","Normal",80000
1062,905476160,90,"RL",42,7711,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,3,1977,1977,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",1440,"Unf",0,0,1440,"GasA","TA","Y","SBrkr",1440,0,0,1440,2,0,2,0,4,2,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",321,0,0,0,0,0,NA,NA,NA,0,8,2007,"Oth","Abnorml",150000
1063,905476170,30,"RL",58,9098,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,7,1920,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","ALQ",348,"Unf",0,180,528,"GasA","Ex","Y","SBrkr",605,0,0,605,1,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,144,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",86000
1064,905476225,120,"RL",39,3869,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","Edwards","Norm","Norm","TwnhsE","1Story",5,6,1984,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",149,"Gd","Ex","CBlock","TA","TA","No","LwQ",283,"GLQ",755,0,1038,"GasA","Gd","Y","SBrkr",1038,0,0,1038,0,0,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1984,"RFn",1,264,"TA","TA","Y",0,105,0,0,0,0,NA,NA,NA,0,7,2007,"WD ","Normal",130000
1065,905480180,20,"RL",60,9060,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1Story",5,6,1957,2006,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",1340,0,0,1340,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1957,"RFn",1,252,"TA","TA","Y",116,0,0,180,0,0,NA,"MnPrv",NA,0,6,2007,"WD ","Normal",120000
1066,906201022,20,"RL",114,10357,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",738,"Unf",0,172,910,"GasA","Gd","Y","SBrkr",1442,0,0,1442,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1990,"Fin",2,719,"TA","TA","Y",0,244,0,0,0,0,NA,NA,NA,0,5,2007,"WD ","Normal",179900
1067,906203140,60,"RL",103,13125,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Ex","TA","Mn","BLQ",48,"GLQ",634,422,1104,"GasA","Ex","Y","SBrkr",912,1215,0,2127,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1991,"RFn",3,833,"TA","TA","Y",72,192,224,0,0,0,NA,"GdPrv",NA,0,11,2007,"WD ","Normal",238000
1068,906340080,60,"RL",77,9965,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ",984,"Unf",0,280,1264,"GasA","Ex","Y","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,792,"TA","TA","Y",120,184,0,0,168,0,NA,NA,NA,0,10,2007,"New","Partial",383970
1069,906340090,60,"RL",77,9965,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",340,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1150,"Unf",0,316,1466,"GasA","Ex","Y","SBrkr",1466,1362,0,2828,1,0,3,0,4,1,"Gd",11,"Typ",1,"TA","BuiltIn",2006,"RFn",3,1052,"TA","TA","Y",125,144,0,0,0,0,NA,NA,NA,0,4,2007,"New","Partial",424870
1070,906378150,20,"RL",93,10481,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,2140,2140,"GasA","Ex","Y","SBrkr",2140,0,0,2140,0,0,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"Fin",3,894,"TA","TA","Y",136,32,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial",360000
1071,906378170,20,"RL",91,10652,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",306,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1494,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,840,"TA","TA","Y",160,33,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial",279500
1072,906380010,20,"RL",103,11175,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1316,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",2,440,"TA","TA","Y",0,20,0,0,0,0,NA,NA,NA,0,10,2007,"New","Partial",200141
