"male","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids","offspring_A","pets_A","atheist","smoke","single","town_A","SV","rel_imp","sign_imp","age_A","age_dummy","body_type_A","diet_A","drinks_A","education_A","phdYN","educ_dummy1","educ_dummy2","height_A","income100000","UnionDummy"
"f","yes",7.76556908109732,"other","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","wants","has_animals","no","altro","yes","medium","no","0","1","31","yes","thin","anything","socially","university","no","no","yes","69","no","no"
"m","no",8.11999382772511,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","has_animals","yes","altro","yes","medium","no","1","1","18-21","no","thin","anything","socially","work_other","no","no","yes","70","no","no"
"f","no",7.69757534680234,"other","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","san_francisco","no","1","1","38","yes","over_size","diet_missing","rarely","work_other","no","no","yes","73","no","no"
"f","no",8.3387839714422,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","wants","likes_animals","no","altro","yes","medium","no","1","0","18-21","no","over_size","anything","socially","other","no","yes","no","61-","no","no"
"m","no",6.70563909486,"other","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","doesnt_have_kids","likes_animals","no","altro","yes","san_francisco","no","missing","0","30","yes","athletic","anything","socially","university","no","no","yes","75+","no","no"
"m","no",7.82084087990734,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","doesnt_want","likes_animals","no","altro","yes","san_francisco","no","1","1","39","yes","average","diet_missing","socially","other","no","yes","no","68","no","no"
"m","no",6.8627579130514,"other","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","pets_missing","no","altro","yes","san_francisco","no","missing","0","29","yes","fit","vegetarian","rarely","masters_program","no","no","yes","68","no","yes"
"m","no",6.96508034560141,"other","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","altro","san_francisco","no","missing","missing","25","yes","athletic","diet_missing","socially","work_phd_mast","no","yes","no","69","no","no"
"m","no",6.2709884318583,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","medium","no","3","0","39","yes","fit","diet_missing","socially","dropped_university","no","no","no","67","no","no"
"m","no",8.11402544235676,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","yes","altro","yes","san_francisco","no","0","0","35","yes","thin","other","rarely","university","no","no","yes","75+","no","no"
"m","no",6.06610809010375,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","medium","no","missing","1","23","no","thin","anything","often","masters_program","no","no","yes","65","no","no"
"m","no",8.03689677268507,"other","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","has_kids","likes_animals","no","altro","yes","san_francisco","no","1","1","50+","no","athletic","diet_missing","socially","university","no","no","yes","67","no","no"
"f","no",8.12888014212564,"other","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","45-49","no","fit","diet_missing","rarely","masters_program","no","no","yes","63","no","no"
"m","no",7.26192709270275,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","likes_animals","no","altro","yes","san_francisco","no","1","1","30","yes","athletic","anything","socially","other","no","yes","no","68","no","no"
"f","no",7.51261754467451,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","has_animals","no","altro","yes","san_francisco","no","missing","0","39","yes","over_size","vegetarian","socially","masters_program","no","no","yes","67","no","no"
"m","no",7.47816969415979,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","doesnt_have_kids","likes_animals","yes","altro","yes","san_francisco","no","missing","missing","30","yes","average","anything","socially","other","no","yes","no","70","no","no"
"m","no",7.58731050602262,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","has_animals","no","altro","yes","san_francisco","no","1","0","30","yes","athletic","anything","socially","masters_program","no","no","yes","70","no","no"
"m","yes",8.09193345597989,"stem","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_want","likes_animals","yes","altro","altro","san_francisco","no","1","0","35","yes","over_size","anything","socially","university","no","no","yes","73","no","yes"
"m","no",7.36833968631138,"other","yes","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","wants","likes_animals","no","altro","yes","san_francisco","no","2","1","21","no","average","anything","socially","other","no","yes","no","73","no","yes"
"m","yes",7.64396194900253,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","24","no","fit","anything","socially","university","no","no","yes","71","no","no"
"m","no",5.41164605185504,"stem","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","missing","missing","23","no","average","diet_missing","rarely","other","no","yes","no","69","no","yes"
"m","no",3.76120011569356,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","yes","altro","yes","san_francisco","no","0","0","22","no","body_type_missing","anything","socially","other","no","yes","no","75+","no","no"
"m","no",8.01466637046494,"other","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","kids_missing","no_animals","yes","altro","yes","medium","no","0","1","18-21","no","athletic","anything","socially","other","no","yes","no","71","no","yes"
"f","no",7.51643330291563,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","2","0","24","no","average","diet_missing","socially","university","no","no","yes","66","no","no"
"f","no",8.6941671418836,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","yes","no","doesnt_have_kids","no_animals","no","altro","yes","SV","yes","1","1","35","yes","average","vegetarian","socially","masters_program","no","no","yes","67","no","yes"
"m","no",9.59940505871657,"other","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","kids_missing","likes_animals","no","altro","yes","medium","no","0","0","26","yes","thin","diet_missing","socially","work_other","no","no","yes","71","no","no"
"m","no",7.99429498641598,"other","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","likes_animals","no","altro","yes","san_francisco","no","missing","0","39","yes","a_little_extra","anything","socially","university","no","no","yes","75+","no","yes"
"m","no",8.32044811395656,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","doesnt_want","pets_missing","no","altro","yes","medium","no","1","0","45-49","no","fit","anything","socially","masters_program","no","no","yes","75+","no","no"
"f","no",6.7202201551353,"other","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","likes_animals","no","altro","yes","medium","no","missing","missing","40-44","no","average","anything","socially","ed_missing","no","yes","no","66","no","no"
"f","no",7.13648320859025,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","0","33","yes","body_type_missing","vegetarian","not_at_all","masters_program","no","no","yes","68","no","no"
"f","no",7.86901937649902,"other","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","kids_missing","has_animals","no","altro","yes","san_francisco","no","1","1","40-44","no","over_size","anything","socially","masters_program","no","no","yes","63","no","yes"
"f","no",7.49665243816828,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","has_kids","likes_animals","no","altro","yes","SV","yes","1","1","36","yes","over_size","anything","socially","work_other","no","no","yes","63","no","yes"
"m","no",8.1886891244442,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","yes","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","30","yes","athletic","diet_missing","socially","university","no","no","yes","67","no","no"
"f","no",7.72885582385254,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","no_animals","no","altro","yes","high","no","missing","missing","40-44","no","athletic","vegetarian","rarely","university","no","no","yes","61-","no","no"
"f","no",8.08240225392624,"other","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","san_francisco","no","missing","missing","35","yes","fit","diet_missing","socially","ed_missing","no","yes","no","66","no","no"
"m","no",8.12266802334641,"other","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","san_francisco","no","2","1","45-49","no","athletic","anything","socially","university","no","no","yes","73","no","yes"
"f","no",7.55799495853081,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","high","no","missing","1","31","yes","over_size","diet_missing","socially","university","no","no","yes","61-","no","no"
"m","no",6.99668148817654,"other","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","low","no","missing","1","21","no","fit","diet_missing","socially","other","no","yes","no","65","no","yes"
"f","no",8.14235427684983,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","missing","1","27","yes","average","diet_missing","often","university","no","no","yes","66","no","no"
"m","yes",7.08840877867539,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","27","yes","body_type_missing","diet_missing","socially","ed_missing","no","yes","no","71","no","no"
"m","no",6.66949808985788,"stem","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","28","yes","fit","anything","socially","masters_program","no","no","yes","70","no","yes"
"m","no",7.54802896993501,"other","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","0","18-21","no","fit","anything","rarely","other","no","yes","no","69","no","no"
"f","no",7.53476265703754,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","san_francisco","no","missing","0","27","yes","body_type_missing","vegetarian","socially","university","no","no","yes","67","no","no"
"m","no",5.77144112313002,"stem","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","san_francisco","no","missing","1","18-21","no","athletic","diet_missing","socially","other","no","yes","no","70","no","yes"
"m","yes",9.11635930850529,"other","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","doesnt_want","likes_animals","no","altro","altro","high","no","0","0","40-44","no","body_type_missing","diet_missing","rarely","university","no","no","yes","67","no","yes"
"m","yes",6.33150184989369,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","1","1","24","no","fit","anything","socially","university","no","no","yes","67","no","no"
"m","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","28","yes","fit","diet_missing","socially","university","no","no","yes","68","no","no"
"m","yes",8.663714844079,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","kids_missing","has_animals","no","altro","altro","san_francisco","no","2","0","45-49","no","average","vegetarian","not_at_all","phd_program","yes","no","no","68","no","no"
"m","no",7.63046126178363,"other","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","doesnt_have_kids","has_animals","no","altro","yes","medium","no","0","missing","30","yes","fit","anything","socially","ed_missing","no","yes","no","75+","no","no"
"m","no",8.19201691453688,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","1","29","yes","fit","diet_missing","drinks_missing","university","no","no","yes","73","no","no"
"m","yes",8.29254851397576,"stem","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","kids_missing","likes_animals","yes","altro","yes","medium","no","missing","missing","31","yes","average","anything","socially","dropped","no","no","no","67","no","yes"
"f","no",7.62021477057445,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","no_animals","no","altro","yes","san_francisco","no","missing","missing","26","yes","athletic","anything","socially","work_phd_mast","no","yes","no","65","no","no"
"m","no",6.59304453414244,"other","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","doesnt_have_kids","likes_animals","no","altro","yes","san_francisco","no","2","missing","26","yes","thin","anything","socially","university","no","no","yes","70","no","yes"
"f","no",7.22475340576797,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","0","31","yes","average","diet_missing","socially","university","no","no","yes","67","no","no"
"f","no",8.04782935745784,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","wants","has_animals","no","altro","yes","SV","yes","missing","missing","33","yes","fit","diet_missing","socially","masters_program","no","no","yes","67","no","yes"
"f","yes",8.58541243039338,"stem","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","high","no","missing","missing","32","yes","average","diet_missing","socially","masters_program","no","no","yes","64","no","yes"
"m","no",6.90575327631146,"stem","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","has_animals","no","altro","yes","SV","yes","missing","missing","38","yes","average","anything","socially","masters_program","no","no","yes","68","no","yes"
"m","no",7.88382321489215,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","30","yes","thin","diet_missing","often","university","no","no","yes","72","no","no"
"m","no",8.30375241556341,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","1","1","40-44","no","a_little_extra","diet_missing","socially","university","no","no","yes","74","no","no"
"f","no",7.56268124672188,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","kids_missing","no_animals","no","altro","yes","san_francisco","no","2","1","33","yes","athletic","anything","socially","masters_program","no","no","yes","64","no","no"
"m","no",6.79234442747081,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","wants","pets_missing","no","altro","yes","san_francisco","no","2","0","30","yes","athletic","anything","not_at_all","work_other","no","no","yes","75+","no","no"
"m","no",6.91373735065968,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","0","1","30","yes","athletic","diet_missing","socially","other","no","yes","no","71","no","no"
"m","yes",7.94520113241276,"other","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","pets_missing","no","altro","yes","SV","yes","1","0","24","no","average","anything","socially","dropped_university","no","no","no","67","no","yes"
"m","no",5.73979291217923,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","45-49","no","fit","diet_missing","socially","university","no","no","yes","72","yes","no"
"f","no",8.11939858961229,"stem","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","kids_missing","pets_missing","no","altro","yes","SV","yes","0","missing","39","yes","fit","anything","not_at_all","masters_program","no","no","yes","64","no","yes"
